author_name,repo,commit_count,commit_sec_min,commit_sec_max,contribution_span_days,is_recent_contributor,tier
Pete Gadomski,stac-utils/rustac,1010,1635861187,1769014213,0,False,sponsored
David Bitner,stac-utils/rustac,1,1764020708,1764020708,0,False,sponsored
Henry Rodman,stac-utils/rustac,2,1763493312,1763567205,0,False,sponsored
Kyle Barron,stac-utils/rustac,1,1745265722,1745265722,0,False,sponsored
Jeff Albrecht,stac-utils/stac-fastapi-pgstac,43,1592367245,1677535995,0,False,sponsored
Pete Gadomski,stac-utils/stac-fastapi-pgstac,40,1668699025,1763641648,0,False,sponsored
David Bitner,stac-utils/stac-fastapi-pgstac,16,1614708814,1753284283,1603,False,sponsored
Anthony Lukach,stac-utils/stac-fastapi-pgstac,9,1644958397,1764690687,0,False,sponsored
Henry Rodman,stac-utils/stac-fastapi-pgstac,6,1727879036,1769175942,0,False,sponsored
Kyle Barron,stac-utils/stac-fastapi-pgstac,1,1611974060,1611974060,0,False,sponsored
Daniel Wiesmann,stac-utils/stac-fastapi-pgstac,2,1641522863,1657726810,187,False,sponsored
xıʃǝɟ,stac-utils/stac-fastapi-pgstac,1,1762946193,1762946193,0,False,sponsored
Vincent Sarago,stac-utils/stac-fastapi-pgstac,96,1612750031,1769181053,0,False,sponsored
Matthias Mohr,stac-utils/stac-fastapi-pgstac,1,1722523738,1722523738,0,False,sponsored
Pete Gadomski,stac-utils/pystac-client,164,1618344622,1753978301,1569,False,sponsored
Julia Signell,stac-utils/pystac-client,19,1681915703,1758545218,0,False,sponsored
Henry Rodman,stac-utils/pystac-client,1,1728998645,1728998645,0,False,sponsored
Chuck Daniels,stac-utils/pystac-client,2,1695241897,1695762480,6,False,sponsored
Wei Ji,stac-utils/pystac-client,1,1663414900,1663414900,0,False,sponsored
Matthew Hanson,stac-utils/pystac-client,339,1617420548,1650341067,0,False,sponsored
Emmanuel Mathot,stac-utils/pgstac,2,1743084623,1746544592,40,False,sponsored
Pete Gadomski,stac-utils/pgstac,4,1675715256,1740152237,745,False,sponsored
David Bitner,stac-utils/pgstac,111,1617043026,1754342201,1589,False,sponsored
Anthony Lukach,stac-utils/pgstac,2,1658154589,1765220056,0,False,sponsored
Henry Rodman,stac-utils/pgstac,14,1717518594,1769120086,0,False,sponsored
Kyle Barron,stac-utils/pgstac,2,1714395441,1714402605,0,False,sponsored
xıʃǝɟ,stac-utils/pgstac,3,1757444908,1765290578,0,False,sponsored
Zac Deziel,stac-utils/pgstac,3,1695240580,1715606689,235,False,sponsored
Vincent Sarago,stac-utils/pgstac,16,1629211830,1728931564,1154,False,sponsored
Davis Bennett,zarr-developers/zarr-python,116,1606170143,1759263762,0,False,sponsored
Max Jones,zarr-developers/zarr-python,30,1707319296,1767895626,0,False,sponsored
Julia Signell,zarr-developers/zarr-python,1,1751903076,1751903076,0,False,sponsored
Kyle Barron,zarr-developers/zarr-python,2,1742833832,1745236023,27,False,sponsored
Max Jones,zarr-developers/VirtualiZarr,98,1718044084,1769295513,0,False,sponsored
Julia Signell,zarr-developers/VirtualiZarr,8,1715356253,1739305075,0,False,sponsored
Aimee Barciauskas,zarr-developers/VirtualiZarr,10,1711745143,1741381979,343,False,sponsored
Sean Harkins,zarr-developers/VirtualiZarr,10,1731977996,1756912873,288,False,sponsored
Chuck Daniels,zarr-developers/VirtualiZarr,13,1737669610,1744231225,75,False,sponsored
Max Jones,GenericMappingTools/pygmt,111,1642159110,1769659223,0,False,sponsored
Wei Ji,GenericMappingTools/pygmt,285,1547649272,1769136841,0,False,sponsored
