author_name,repo,commit_count,commit_sec_min,commit_sec_max,contribution_span_days,is_recent_contributor
Pete Gadomski,geoarrow/geoarrow-rs,16,1716371124,1748370159,370,False
Kyle Barron,geoarrow/deck.gl-layers,99,1691436871,1761772123,814,False
xıʃǝɟ,eopf-toolkit/eopf-101,16,1747127956,1764711542,203,True
Emmanuel Mathot,eopf-toolkit/eopf-101,7,1747939515,1752478873,52,False
Beatriz Peres,eopf-toolkit/eopf-101,2,1770290696,1770630826,3,True
Ciaran Sweet,eopf-toolkit/eopf-101,43,1748965625,1770906733,253,True
Soumya Ranjan Mohanty,Clay-foundation/model,11,1702613646,1733766251,360,False
Daniel Wiesmann,Clay-foundation/model,36,1700149587,1733494971,385,False
Lilly Thomas,Clay-foundation/model,8,1700007319,1721861671,252,False
Wei Ji,Clay-foundation/model,36,1699480841,1729621478,348,False
Chuck Daniels,Clay-foundation/model,1,1708722873,1708722873,0,False
Aimee Barciauskas,Clay-foundation/model,1,1748248632,1748248632,0,False
